employee_id,age,years_experience,department,job_title,education_level,location,performance_rating,overtime_hours,projects_completed,salary
5045,22,32,HR,Manager,High School,Seattle,4.23,14,1,351975
5046,63,25,IT,Senior,Bachelor,Chicago,1.69,10,7,361061
5047,63,26,Engineering,Mid-Level,Bachelor,Seattle,3.53,14,2,359491
5048,42,21,Finance,Mid-Level,PhD,Seattle,2.8,4,5,336073
5049,36,25,Finance,Mid-Level,Bachelor,San Francisco,4.09,15,10,500589
5050,38,21,Engineering,Manager,Master,Seattle,4.3,1,1,526140
5051,43,4,Sales,Junior,Master,San Francisco,1.82,14,0,147998
5052,59,34,IT,Senior,PhD,Seattle,3.71,4,7,648987
5053,56,1,Engineering,Junior,High School,Remote,1.76,14,11,119584
5054,37,34,Sales,Manager,Bachelor,Boston,1.5,10,2,433524
5055,29,8,Marketing,Director,Master,Austin,4.72,5,1,327915
5056,38,17,Marketing,Senior,High School,Chicago,1.66,5,1,149115
5057,38,11,IT,Lead,Master,New York,1.91,4,4,366904
5058,47,2,Engineering,Senior,Master,Remote,1.52,0,5,180498
5059,34,17,Marketing,Senior,High School,New York,2.88,19,10,341509
5060,38,6,Finance,Senior,High School,Chicago,4.68,6,13,268342
5061,59,32,Sales,Senior,Bachelor,Austin,2.06,15,1,283952
5062,38,5,HR,Director,PhD,Austin,3.17,16,5,403765
5063,35,17,HR,Senior,PhD,Seattle,2.65,14,0,279014
5064,27,21,Marketing,Manager,Master,New York,2.34,19,8,616796
5065,56,8,Sales,Senior,PhD,Chicago,3.29,9,3,280611
5066,35,34,Finance,Director,Master,Seattle,3.24,7,12,1103478
5067,29,22,HR,Manager,High School,Chicago,2.44,8,13,342408
5068,36,11,Finance,Senior,Master,New York,4.4,18,12,587331
5069,48,23,Finance,Senior,Bachelor,Chicago,1.21,9,4,278480
5070,34,8,HR,Manager,Master,Chicago,1.34,19,2,263043
5071,52,12,HR,Senior,Master,Seattle,4.96,2,5,257923
5072,56,16,Marketing,Director,Bachelor,San Francisco,3.99,10,0,468848
5073,27,6,IT,Mid-Level,Bachelor,San Francisco,4.22,10,6,299912
5074,26,16,Sales,Senior,PhD,Boston,3.41,7,7,416874
5075,43,23,Engineering,Lead,High School,Seattle,2.68,9,2,358905
5076,44,1,Sales,Manager,High School,Boston,3.52,8,1,200068
5077,46,34,Engineering,Director,Bachelor,Austin,1.37,9,11,788205
5078,55,27,HR,Senior,High School,San Francisco,4.03,9,13,403767
5079,47,18,Finance,Senior,Master,San Francisco,3.16,17,3,472997
5080,26,32,Sales,Manager,High School,San Francisco,4.83,4,7,576276
5081,47,20,Finance,Junior,Bachelor,San Francisco,3.55,4,10,282129
5082,41,9,Sales,Director,High School,Austin,1.61,6,7,279614
5083,27,8,IT,Director,Bachelor,New York,2.91,19,13,817745
5084,27,5,Operations,Mid-Level,PhD,Austin,1.23,19,11,183593
5085,39,34,Sales,Mid-Level,Bachelor,New York,3.98,7,10,428962
5086,25,17,Finance,Senior,Master,Boston,3.01,16,12,532953
5087,38,18,Operations,Manager,Master,San Francisco,2.48,5,7,392508
5088,35,4,Marketing,Lead,Master,Seattle,4.87,12,1,271705
5089,35,24,IT,Senior,Bachelor,Seattle,4.76,12,12,601729
5090,34,10,HR,Mid-Level,Bachelor,New York,4.81,12,3,194563
5091,28,9,Marketing,Senior,Master,Remote,1.88,15,9,231413
5092,36,16,Marketing,Manager,High School,Remote,3.91,1,14,287434
5093,40,25,Sales,Director,Bachelor,Remote,4.78,4,0,376937
5094,64,30,HR,Director,High School,Austin,3.28,9,10,452922
5095,56,31,IT,Director,PhD,New York,1.86,9,6,1060585
5096,38,20,Operations,Director,PhD,Chicago,4.27,10,14,728978
5097,56,17,Sales,Lead,PhD,Boston,4.52,19,9,700948
5098,40,17,Engineering,Junior,PhD,Boston,3.81,8,5,323524
5099,41,0,Sales,Lead,Master,San Francisco,2.17,12,10,367756
5100,57,13,Operations,Senior,Bachelor,San Francisco,1.76,12,6,238799
5101,56,7,Finance,Mid-Level,PhD,Austin,3.5,1,9,244732
5102,53,1,IT,Manager,Master,New York,2.93,4,11,467078
5103,61,14,IT,Senior,PhD,Chicago,3.68,4,4,370204
5104,45,33,Sales,Junior,Bachelor,Boston,1.45,11,5,217650
5105,38,0,Engineering,Manager,PhD,New York,1.54,19,11,633232
5106,28,20,Sales,Manager,PhD,Chicago,2.45,7,5,487090
5107,64,0,Operations,Manager,High School,Seattle,2.04,5,5,144679
5108,22,31,IT,Senior,High School,New York,3.48,17,8,529380
5109,56,19,Engineering,Junior,High School,San Francisco,2.47,7,13,292529
5110,53,29,HR,Senior,High School,Seattle,3.74,19,3,279446
5111,57,6,Operations,Manager,PhD,Seattle,4.08,1,1,232665
5112,34,21,IT,Manager,PhD,Boston,1.75,9,8,701540
5113,27,9,Sales,Mid-Level,High School,Chicago,4.68,19,9,231754
5114,35,7,IT,Lead,Bachelor,Remote,4.15,5,6,258256
5115,58,26,Engineering,Senior,Master,San Francisco,3.51,4,4,542935
5116,36,9,Operations,Junior,PhD,Seattle,4.64,15,5,187174
5117,25,13,HR,Manager,High School,Remote,2.06,2,10,183713
5118,61,10,Finance,Senior,Master,Austin,2.69,3,6,251864
5119,37,5,Marketing,Lead,High School,Austin,1.34,0,4,126241
5120,49,20,Engineering,Senior,High School,San Francisco,2.82,13,4,390980
5121,37,32,Finance,Lead,Bachelor,Chicago,3.03,13,5,480734
5122,25,18,HR,Senior,Bachelor,Chicago,3.46,18,7,298654
5123,47,23,Finance,Mid-Level,PhD,Boston,1.26,5,12,407029
5124,49,17,Sales,Senior,High School,San Francisco,1.13,11,1,208861
5125,53,34,Marketing,Director,Master,Austin,2.68,17,14,917010
5126,23,18,Engineering,Mid-Level,PhD,San Francisco,1.76,8,10,515312
5127,52,23,Operations,Lead,Bachelor,New York,4.04,19,9,453274
5128,24,33,IT,Manager,PhD,Chicago,3.67,12,8,951585
5129,29,21,HR,Manager,PhD,Seattle,2.3,18,13,684250
5130,45,3,Marketing,Senior,High School,New York,1.18,12,9,196991
5131,36,9,HR,Junior,Master,Austin,1.73,18,4,125520
5132,64,1,IT,Senior,Bachelor,Chicago,3.77,18,3,240372
5133,52,7,Finance,Mid-Level,PhD,Austin,4.96,9,7,285960
5134,30,32,HR,Mid-Level,PhD,Austin,2.31,5,3,238024
5135,60,27,HR,Lead,High School,Austin,4.21,2,1,190703
5136,23,9,Finance,Senior,PhD,Boston,4.47,15,4,418361
5137,29,0,Finance,Lead,Master,Austin,1.19,8,4,199489
5138,28,33,IT,Junior,High School,Austin,4.66,16,3,229707
5139,60,2,Marketing,Manager,Bachelor,New York,2.86,8,2,246150
5140,63,8,Engineering,Manager,PhD,New York,4.86,4,10,773266
5141,37,4,Finance,Senior,PhD,New York,3.15,18,4,382874
5142,56,9,Marketing,Lead,High School,Chicago,1.94,14,8,231713
5143,51,11,IT,Lead,PhD,Boston,4.9,9,8,620777
5144,31,17,HR,Junior,Bachelor,Chicago,1.97,3,8,123853
5145,59,20,HR,Lead,Master,Boston,4.53,11,5,416795
5146,39,20,Operations,Director,Master,Boston,1.69,13,7,489116
5147,26,0,Sales,Director,High School,San Francisco,3.7,14,0,304676
5148,50,2,Finance,Mid-Level,PhD,Seattle,2.65,18,14,368759
5149,60,4,IT,Director,High School,San Francisco,4.89,4,0,362715
5150,55,24,Marketing,Director,High School,San Francisco,1.74,11,6,505959
5151,64,7,Operations,Mid-Level,High School,Boston,2.64,2,11,130233
5152,44,16,Marketing,Director,High School,Boston,3.56,14,4,415559
5153,26,8,Engineering,Director,High School,Chicago,4.91,14,1,434629
5154,51,31,Operations,Mid-Level,PhD,Boston,2.22,11,3,263801
5155,27,5,IT,Senior,Master,Remote,2.59,14,3,221217
5156,25,20,Marketing,Mid-Level,Master,Austin,2.85,5,5,207695
5157,50,6,Finance,Mid-Level,Master,Austin,2.01,16,7,211189
5158,44,6,Marketing,Director,PhD,Boston,4.27,14,12,739777
5159,27,26,Sales,Manager,PhD,Austin,1.37,14,2,446082
5160,53,7,HR,Director,High School,Boston,3.82,10,11,364732
5161,63,8,HR,Senior,Master,Remote,3.14,11,11,217846
5162,39,27,Operations,Mid-Level,High School,San Francisco,1.97,18,13,283140
5163,36,14,Marketing,Junior,Master,Boston,2.97,0,6,155592
5164,61,1,Marketing,Mid-Level,Bachelor,San Francisco,4.32,15,14,283052
5165,53,6,Marketing,Senior,PhD,Remote,2.78,10,1,165610
5166,30,17,Marketing,Lead,Bachelor,New York,1.49,0,8,291854
5167,58,21,Sales,Director,Master,Austin,1.16,3,11,521639
5168,31,9,Finance,Manager,High School,Remote,4.11,5,6,236623
5169,41,32,Sales,Manager,PhD,New York,2.32,3,14,877853
5170,27,6,IT,Director,PhD,Austin,4.72,1,0,412407
5171,24,2,IT,Director,High School,Remote,3.47,16,12,398140
5172,63,13,Sales,Senior,Bachelor,Remote,2.75,0,3,163003
5173,32,12,Sales,Mid-Level,Bachelor,Seattle,3.26,12,1,188356
5174,64,15,HR,Junior,Bachelor,Seattle,2.83,11,9,177571
5175,38,15,IT,Mid-Level,Bachelor,Seattle,4.62,1,4,261709
5176,53,4,Sales,Mid-Level,PhD,New York,2.83,18,8,317519
5177,25,24,Marketing,Junior,Master,Remote,1.42,11,2,138475
5178,25,25,Sales,Manager,High School,Seattle,3.39,3,4,342608
5179,38,12,Marketing,Mid-Level,Master,Boston,3.49,17,10,326022
5180,62,25,Operations,Lead,Master,Seattle,4.06,1,9,368464
5181,40,0,IT,Lead,Bachelor,New York,4.73,0,1,236297
5182,26,7,Finance,Senior,Master,Remote,2.77,12,14,312628
5183,53,3,HR,Senior,Bachelor,Austin,2.41,4,3,111989
5184,43,20,Finance,Junior,Bachelor,Chicago,2.96,18,1,192034
5185,27,21,Operations,Junior,Master,Austin,4.6,0,7,147022
5186,56,2,Finance,Senior,High School,Chicago,4.92,1,6,180381
5187,43,18,HR,Director,Master,Boston,4.88,13,6,634468
5188,22,0,Marketing,Mid-Level,Master,Remote,1.92,8,6,117113
5189,41,28,Operations,Director,PhD,Austin,2.99,7,8,549421
5190,43,22,Operations,Manager,Bachelor,New York,2.04,10,1,273204
5191,32,32,Marketing,Lead,PhD,Boston,2.47,3,5,470774
5192,34,22,Marketing,Junior,High School,Austin,1.13,2,14,135949
5193,63,4,HR,Senior,Master,Boston,1.64,4,11,213792
5194,24,6,IT,Lead,PhD,Remote,2.59,13,12,432560
5195,30,5,Sales,Director,PhD,Remote,2.46,9,13,482961
5196,33,21,IT,Junior,Master,Chicago,2.12,5,3,208128
5197,44,12,Engineering,Junior,Master,Boston,1.92,9,12,293236
5198,35,11,Sales,Mid-Level,Bachelor,Remote,4.0,10,11,219331
5199,54,3,IT,Junior,Bachelor,New York,2.18,19,9,208094
5200,39,7,Sales,Manager,PhD,Austin,3.83,7,10,441093
5201,62,30,Finance,Junior,Master,Chicago,2.47,3,5,230589
5202,30,25,Engineering,Manager,Bachelor,Boston,4.21,17,8,829130
5203,44,7,Marketing,Director,Bachelor,San Francisco,1.67,19,10,559527
5204,31,32,Sales,Mid-Level,High School,Chicago,1.63,13,0,182398
5205,40,28,IT,Manager,PhD,Chicago,3.72,2,1,561572
5206,26,4,HR,Director,PhD,New York,4.66,11,5,532607
5207,44,27,Sales,Lead,PhD,New York,1.57,14,14,796499
5208,51,16,Marketing,Junior,Master,Boston,1.29,7,11,200185
5209,46,22,IT,Senior,High School,San Francisco,4.74,13,11,563468
5210,49,8,Sales,Senior,Bachelor,Chicago,1.47,5,6,181770
5211,55,1,Operations,Manager,High School,Boston,2.0,13,12,214316
5212,46,31,Finance,Mid-Level,Bachelor,Seattle,4.72,3,2,305964
5213,31,30,Finance,Manager,Bachelor,San Francisco,4.21,19,0,662372
5214,35,6,Sales,Director,High School,Boston,2.37,5,6,312165
5215,63,29,Finance,Director,PhD,Chicago,4.82,15,11,1326667
5216,51,2,HR,Manager,Master,Boston,3.27,16,1,258147
5217,62,8,Engineering,Manager,High School,New York,1.29,1,11,370164
5218,46,9,Sales,Lead,PhD,New York,3.81,17,12,648450
5219,35,25,HR,Director,PhD,Austin,3.15,12,5,566484
5220,56,0,Operations,Lead,Master,San Francisco,3.29,19,3,255422
5221,55,29,HR,Manager,Master,Seattle,4.98,15,9,700040
5222,31,14,HR,Mid-Level,PhD,Chicago,1.61,12,3,195052
5223,56,24,Operations,Junior,Master,San Francisco,3.63,13,8,261254
5224,32,5,Marketing,Director,PhD,New York,2.83,17,6,601485
5225,32,17,Sales,Senior,Bachelor,Seattle,2.09,7,0,204891
5226,42,0,Sales,Lead,Master,Chicago,3.77,4,3,216924
5227,42,2,Sales,Director,Bachelor,Austin,3.67,8,9,366483
5228,43,16,Engineering,Junior,Master,New York,4.43,14,5,346000
5229,28,7,HR,Lead,PhD,New York,4.52,8,1,304281
5230,38,16,Sales,Director,PhD,Seattle,3.25,19,3,733649
5231,23,24,Finance,Lead,PhD,San Francisco,2.3,9,1,538246
5232,33,11,Marketing,Lead,PhD,Remote,3.12,17,0,254088
5233,63,28,Operations,Manager,PhD,Boston,2.44,13,0,398240
5234,39,24,Operations,Manager,PhD,Remote,2.11,17,8,392475
5235,32,24,Engineering,Lead,Master,San Francisco,3.21,15,12,978659
5236,37,28,IT,Lead,Master,New York,3.63,4,13,797842
5237,39,10,Operations,Senior,Bachelor,San Francisco,3.36,9,10,270394
5238,56,3,Marketing,Junior,High School,Boston,4.82,19,8,143971
5239,47,13,IT,Junior,Master,Austin,2.19,5,3,149456
5240,37,16,HR,Mid-Level,Master,Chicago,2.49,8,13,259036
5241,27,1,Operations,Mid-Level,High School,New York,3.67,15,12,167603
5242,64,7,IT,Mid-Level,High School,San Francisco,3.4,10,7,259528
5243,63,9,IT,Manager,Bachelor,New York,1.01,19,11,533357
5244,33,6,Operations,Manager,Bachelor,Chicago,2.25,17,9,245828
5245,34,15,Finance,Senior,PhD,San Francisco,2.02,4,10,485008
5246,25,13,HR,Manager,Bachelor,Austin,4.36,8,6,292420
5247,60,15,Sales,Mid-Level,Bachelor,Chicago,4.46,10,4,222940
5248,23,24,Marketing,Director,High School,Boston,2.14,8,14,550828
5249,47,3,Operations,Lead,Master,Boston,1.41,3,9,197076
5250,48,28,Finance,Mid-Level,PhD,New York,1.82,7,1,344124
5251,48,5,Marketing,Senior,Bachelor,Boston,1.71,4,8,183062
5252,36,0,IT,Lead,High School,San Francisco,1.95,2,6,229138
5253,29,0,Engineering,Manager,PhD,Boston,1.94,3,3,348124
5254,28,2,Finance,Lead,PhD,Austin,2.92,15,14,440654
5255,61,0,IT,Director,High School,Seattle,2.28,12,9,389932
5256,33,0,Engineering,Senior,Bachelor,San Francisco,3.24,2,13,347335
5257,34,20,Operations,Manager,Bachelor,Seattle,2.38,3,1,232074
5258,64,29,Finance,Junior,Bachelor,New York,4.26,0,1,217527
5259,38,31,Sales,Mid-Level,Bachelor,New York,4.8,7,2,314228
5260,38,32,IT,Director,PhD,Remote,2.62,8,12,965232
5261,57,21,Marketing,Director,Master,Boston,1.2,4,14,630766
5262,42,29,Marketing,Mid-Level,PhD,Boston,1.96,11,14,465255
5263,29,3,IT,Senior,PhD,New York,1.41,8,13,412481
5264,26,22,IT,Senior,High School,San Francisco,2.38,3,5,318285
5265,47,24,HR,Director,PhD,Chicago,3.58,16,13,902763
5266,37,11,Finance,Mid-Level,Bachelor,New York,3.08,11,0,203782
5267,57,16,Finance,Lead,High School,Remote,1.97,12,4,217888
5268,49,14,IT,Junior,High School,Austin,4.07,10,9,185685
5269,50,9,Engineering,Junior,High School,San Francisco,1.53,16,13,249406
5270,33,34,Finance,Senior,High School,Chicago,1.91,14,2,283884
5271,58,28,Marketing,Senior,High School,Remote,3.7,8,6,220327
5272,51,11,Finance,Lead,Bachelor,Remote,1.79,3,6,215011
5273,44,0,HR,Senior,Master,Chicago,3.72,11,9,212150
5274,37,0,HR,Junior,Master,Remote,4.91,2,14,117862
5275,35,9,IT,Mid-Level,High School,San Francisco,4.33,19,11,363082
5276,31,17,Marketing,Director,Master,New York,1.64,16,4,569483
5277,28,1,Marketing,Junior,PhD,Chicago,3.08,6,14,179252
5278,58,7,Marketing,Lead,Master,Austin,2.69,6,8,263362
5279,50,21,Finance,Mid-Level,PhD,Seattle,4.97,11,10,537923
5280,24,21,Finance,Mid-Level,Bachelor,San Francisco,4.86,9,12,483175
5281,36,25,Sales,Director,High School,Boston,1.51,7,9,493357
5282,57,25,Operations,Junior,PhD,Seattle,4.63,8,7,251069
5283,40,8,IT,Mid-Level,Bachelor,New York,1.77,13,8,263709
5284,34,20,Operations,Mid-Level,Bachelor,Remote,2.28,5,10,145886
5285,63,30,Engineering,Senior,High School,San Francisco,2.41,18,5,501584
5286,42,5,Finance,Mid-Level,Master,Austin,2.15,14,7,216980
5287,58,13,Sales,Lead,Bachelor,Seattle,4.41,19,9,476443
5288,48,32,Sales,Mid-Level,Master,Seattle,2.32,19,1,337688
5289,50,6,HR,Senior,Master,Chicago,4.27,6,4,207524
5290,41,23,Finance,Manager,Master,New York,4.98,7,7,748683
5291,46,8,Sales,Manager,PhD,New York,4.36,2,1,391350
5292,27,10,HR,Lead,Master,San Francisco,2.38,10,14,441905
5293,57,22,Engineering,Director,Master,San Francisco,3.85,3,1,785709
5294,23,1,HR,Director,Bachelor,Austin,3.14,1,2,186065
5295,43,14,Engineering,Lead,High School,Remote,4.15,0,1,207937
5296,53,34,Operations,Mid-Level,PhD,Remote,1.61,6,3,182925
5297,37,27,Operations,Mid-Level,Master,Boston,3.55,11,3,240729
5298,39,3,Marketing,Manager,High School,San Francisco,4.09,7,0,220025
5299,26,9,Marketing,Manager,Master,Seattle,4.04,12,5,416593
5300,57,5,IT,Junior,Master,San Francisco,4.85,5,11,293888
5301,51,29,HR,Manager,Bachelor,San Francisco,1.23,6,6,416695
5302,40,34,IT,Manager,High School,Remote,2.38,19,6,459387
5303,44,9,Marketing,Lead,Bachelor,Austin,2.91,5,13,273631
5304,55,31,Finance,Junior,Bachelor,Chicago,2.24,11,11,285032
5305,34,2,HR,Director,Master,Boston,2.24,6,4,297580
5306,64,25,Sales,Junior,Master,Austin,1.7,9,3,163294
5307,50,14,Finance,Mid-Level,Master,San Francisco,4.25,6,1,285186
5308,57,16,IT,Mid-Level,High School,Chicago,4.63,14,4,245668
5309,43,26,HR,Junior,High School,San Francisco,1.33,1,14,173301
5310,57,17,IT,Junior,High School,Austin,1.62,7,3,122526
5311,30,18,Operations,Mid-Level,High School,New York,1.91,16,7,183057
5312,60,11,Engineering,Lead,Master,San Francisco,3.04,15,14,789370
5313,40,23,IT,Lead,Master,Remote,4.16,12,9,530163
5314,59,4,Marketing,Lead,Bachelor,Chicago,1.29,17,0,167598
5315,27,23,Marketing,Lead,Master,Boston,3.55,3,6,397547
5316,36,26,Marketing,Mid-Level,High School,New York,1.6,11,4,202933
5317,41,29,HR,Senior,PhD,San Francisco,4.89,10,9,621068
5318,30,14,Finance,Manager,Master,San Francisco,4.6,1,4,527918
5319,53,33,Engineering,Manager,High School,Chicago,4.8,19,0,564625
5320,25,26,Marketing,Manager,Bachelor,Remote,1.42,15,14,422925
5321,39,19,Finance,Manager,Master,Remote,2.95,12,8,476145
5322,26,31,IT,Mid-Level,PhD,New York,1.66,3,12,550073
5323,41,3,Sales,Senior,High School,New York,3.4,1,14,228677
5324,44,4,Operations,Mid-Level,Master,New York,1.93,17,6,187260
5325,32,7,Sales,Senior,High School,San Francisco,4.08,0,1,172160
5326,58,21,Engineering,Mid-Level,PhD,New York,3.58,5,10,559466
5327,43,6,Marketing,Junior,PhD,San Francisco,3.29,19,4,228900
5328,25,21,Sales,Senior,Bachelor,San Francisco,4.3,19,7,504512
5329,50,29,Operations,Manager,PhD,Seattle,3.0,18,13,742764
5330,55,15,Finance,Senior,Master,New York,2.08,9,14,493935
5331,34,14,Finance,Director,PhD,Austin,3.48,8,10,716009
5332,63,4,Sales,Lead,Master,Remote,4.83,16,6,292146
5333,30,2,IT,Senior,Master,Boston,3.4,14,13,426073
5334,63,22,IT,Director,High School,Boston,3.52,1,1,425576
5335,52,9,Marketing,Lead,Master,Austin,4.74,16,6,332832
5336,28,4,Operations,Director,Master,New York,3.06,6,5,335222
5337,25,22,Engineering,Lead,Bachelor,San Francisco,4.99,15,11,899161
5338,40,14,Marketing,Junior,High School,Chicago,1.64,16,12,148055
5339,63,17,HR,Senior,Master,Austin,3.15,0,7,221330
5340,51,24,Sales,Director,Bachelor,Boston,1.85,15,8,670737
5341,52,7,HR,Junior,High School,Boston,2.81,3,13,122635
5342,56,30,Sales,Manager,PhD,San Francisco,1.68,15,6,822126
5343,42,20,Engineering,Senior,Master,Boston,1.89,2,13,496049
5344,52,1,Marketing,Mid-Level,PhD,Boston,1.84,0,7,158855
5345,40,21,Operations,Mid-Level,High School,San Francisco,2.28,16,11,242843
5346,52,7,IT,Mid-Level,High School,New York,1.54,4,9,185731
5347,53,22,IT,Director,Bachelor,Remote,4.24,2,6,500052
5348,23,31,Marketing,Director,Master,Seattle,1.88,18,6,761555
5349,31,7,Sales,Lead,Master,Remote,2.67,10,0,192020
5350,23,3,IT,Mid-Level,Bachelor,Boston,1.06,14,4,176310
5351,23,29,Finance,Manager,PhD,Seattle,1.42,1,9,639137
5352,45,18,HR,Director,High School,Seattle,4.59,6,4,364674
5353,38,22,Operations,Senior,Bachelor,New York,4.35,17,14,439869
5354,53,17,Operations,Director,High School,Chicago,4.36,0,3,247919
5355,37,28,IT,Senior,PhD,New York,2.65,7,14,785609
5356,37,22,Marketing,Director,PhD,San Francisco,1.57,15,12,1001073
5357,60,32,Marketing,Lead,PhD,San Francisco,1.43,14,13,810324
5358,52,17,Sales,Lead,Master,San Francisco,3.42,3,0,342337
5359,64,32,Finance,Lead,High School,Boston,4.31,12,6,488416
5360,45,6,HR,Manager,High School,Austin,4.6,11,7,229775
5361,22,27,Finance,Director,Bachelor,Boston,2.15,8,4,589490
5362,32,0,Operations,Senior,High School,New York,2.28,12,3,117096
5363,42,33,Finance,Director,Master,Chicago,1.4,10,11,861670
5364,25,18,IT,Junior,Bachelor,Chicago,4.1,11,8,252663
5365,28,30,Sales,Lead,PhD,Chicago,2.1,3,2,388177
5366,47,12,Finance,Mid-Level,High School,Seattle,2.92,2,13,222385
5367,33,23,HR,Junior,Master,Chicago,4.72,4,2,164460
5368,52,4,Operations,Junior,Master,Seattle,4.01,5,12,148977
5369,38,22,Engineering,Lead,High School,Austin,1.21,3,3,240148
5370,54,18,Operations,Mid-Level,Master,Remote,1.03,0,6,120262
5371,32,0,Engineering,Lead,PhD,Chicago,4.15,4,1,298291
5372,49,32,HR,Lead,High School,Seattle,3.21,1,7,291322
5373,53,32,Operations,Mid-Level,High School,Boston,3.88,13,1,173695
5374,22,31,Operations,Junior,High School,Chicago,1.63,10,3,115101
5375,49,27,Operations,Junior,Bachelor,San Francisco,4.49,8,1,167672
5376,63,11,Operations,Director,PhD,New York,4.09,7,13,649881
5377,28,8,Sales,Mid-Level,Master,Boston,4.56,6,8,265969
5378,23,10,Marketing,Junior,High School,Austin,2.36,14,12,132611
5379,63,32,Operations,Manager,High School,Boston,2.1,8,3,266795
5380,45,18,Sales,Lead,Master,San Francisco,1.61,9,4,413721
5381,25,33,HR,Manager,PhD,Chicago,4.72,17,8,771027
5382,40,6,Operations,Manager,Master,Chicago,1.71,18,1,209007
5383,47,30,Finance,Director,Master,Austin,1.48,1,3,483890
5384,32,1,Operations,Director,High School,Remote,1.77,13,5,154446
5385,61,18,IT,Director,Bachelor,New York,4.09,9,0,583605
5386,64,31,Operations,Manager,Bachelor,Chicago,4.56,4,0,282594
5387,32,9,Engineering,Senior,Bachelor,Seattle,4.24,4,6,323860
5388,24,7,Finance,Senior,Bachelor,Austin,3.25,1,5,177263
5389,33,25,Operations,Manager,Bachelor,Remote,4.98,12,12,399508
5390,24,29,Operations,Lead,High School,Remote,1.28,6,3,148623
5391,63,10,Operations,Manager,Bachelor,Remote,4.47,14,4,220296
5392,48,19,Sales,Manager,Master,Chicago,2.71,14,4,456761
5393,23,19,HR,Director,High School,Seattle,2.82,5,8,367523
5394,37,8,Engineering,Director,Master,Remote,1.51,6,4,380110
5395,23,7,Operations,Director,Bachelor,Boston,1.13,3,1,193544
5396,51,14,HR,Senior,PhD,Austin,2.27,3,6,220912
5397,41,33,Engineering,Manager,Bachelor,Austin,1.7,0,14,593748
5398,59,23,Engineering,Lead,High School,Austin,2.93,10,14,474913
5399,49,32,IT,Lead,Master,Chicago,1.59,4,9,540642
5400,46,26,Engineering,Director,PhD,Austin,1.55,1,8,735781
5401,53,20,Operations,Director,PhD,Boston,4.51,4,6,555391
5402,31,4,Sales,Manager,PhD,New York,4.69,4,7,483685
5403,63,34,Operations,Lead,Master,New York,4.86,19,12,734758
5404,61,20,Operations,Manager,High School,San Francisco,3.72,12,14,452774
5405,54,3,HR,Senior,PhD,Boston,4.08,11,9,303966
5406,34,15,Marketing,Manager,Master,Boston,4.34,9,2,401443
5407,62,30,Marketing,Director,Master,Austin,3.64,12,10,755262
5408,63,25,IT,Junior,Bachelor,Remote,2.32,8,12,228870
5409,58,34,Marketing,Senior,Master,San Francisco,1.63,4,8,443649
5410,37,5,HR,Lead,High School,Seattle,1.95,5,6,165291
5411,43,32,Finance,Lead,High School,Seattle,4.36,16,9,587117
5412,41,20,IT,Director,PhD,Boston,3.78,4,3,773415
5413,64,15,HR,Director,Master,Boston,2.82,10,11,582594
5414,48,33,Engineering,Senior,Master,Boston,1.12,5,9,530509
5415,62,14,Operations,Director,Bachelor,Chicago,2.06,8,12,371591
5416,37,5,Finance,Junior,Bachelor,Boston,3.92,11,6,178232
5417,55,1,Engineering,Senior,Master,Seattle,3.05,3,2,230233
5418,53,23,IT,Director,Master,Chicago,2.74,17,10,969777
5419,47,27,Operations,Mid-Level,Master,Remote,2.25,14,9,208792
5420,46,0,Operations,Junior,Bachelor,Seattle,3.43,3,13,110923
5421,23,0,IT,Senior,Bachelor,Boston,4.87,13,6,294769
5422,33,27,Engineering,Mid-Level,High School,Remote,4.6,17,2,255837
5423,61,19,HR,Manager,PhD,Seattle,1.12,16,1,365306
5424,30,7,Marketing,Junior,PhD,New York,2.92,1,0,136140
5425,33,0,Finance,Manager,PhD,Remote,2.32,18,10,377468
5426,47,25,IT,Mid-Level,PhD,Chicago,3.04,13,5,423900
5427,30,24,IT,Lead,Bachelor,Remote,3.42,3,12,421174
5428,31,9,Operations,Lead,Bachelor,Chicago,1.8,1,13,205139
5429,53,11,Sales,Director,Master,Remote,4.13,12,2,400657
5430,55,6,Operations,Lead,High School,Austin,2.9,6,9,161789
5431,41,11,Marketing,Manager,High School,Boston,4.97,7,11,372366
5432,60,16,Operations,Junior,PhD,San Francisco,1.1,9,10,206429
5433,23,4,Sales,Manager,Master,Remote,1.76,2,13,274959
5434,22,13,IT,Manager,Master,San Francisco,3.76,3,1,466825
5435,57,33,HR,Lead,Bachelor,San Francisco,3.78,5,10,521871
5436,45,16,Operations,Manager,Master,San Francisco,3.33,19,2,420295
5437,48,34,Finance,Mid-Level,High School,New York,4.89,6,7,367180
5438,23,0,HR,Senior,High School,San Francisco,2.66,6,2,132328
5439,52,14,Sales,Senior,Master,Seattle,2.67,16,3,318164
5440,35,18,Engineering,Senior,Bachelor,Austin,4.64,5,1,276098
5441,23,4,Operations,Director,High School,San Francisco,3.15,18,14,423232
5442,50,18,IT,Lead,Bachelor,Austin,2.41,17,7,402571
5443,36,4,IT,Lead,Bachelor,Chicago,3.88,11,5,316468
5444,33,11,HR,Senior,High School,Remote,3.48,18,8,179534
5445,58,18,Operations,Junior,Bachelor,Seattle,2.23,10,13,174945
5446,49,11,Finance,Director,PhD,Boston,2.19,16,14,935191
